Date,Type,RefNo,Cur,TUPrice,ODAmt,Amt,Worth,Customer Code,StkISN,CatCode,Exchange Rate,Quantity,Profit,Country
4/1/2016,ICG,134590,S$,19,912,-912,-701.69,IT04,10006,BN,1,48,210.31,Indonesia
4/1/2016,ICG,134590,S$,19,912,-912,-696.45,IT04,10009,BN,1,48,215.55,Indonesia
4/2/2016,ICG,134591,S$,17.5,875,-875,-676.3,IA07,10031,BW,1,50,198.7,Indonesia
4/2/2016,ICG,134591,S$,28,560,-560,-425.6,IA07,40793,BW,1,20,134.4,Indonesia
4/2/2016,ICG,134591,S$,7,350,-350,-268.03,IA07,44286,BW,1,50,81.97,Indonesia
4/2/2016,ICG,134591,S$,4.8,475.2,-475.2,-384.44,IA07,40016,PR12,1,99,90.76,Indonesia
4/4/2016,ICG,134592,S$,4.3,172,-172,-96.34,ST03,10313,PR02,1,40,75.66,Singapore
4/5/2016,ICG,134593,S$,6.8,10030,-10030,-5415.96,SO05,44935,ML,1,1475,4614.04,Singapore
4/5/2016,ICG,134594,S$,3,690.9,-690.9,-522.03,IL09,30053,PPDR,1,230.3,168.87,Indonesia
4/4/2016,ICG,134595,S$,4.8,149.28,-149.28,-118.21,IT26,43943,SPL2.5,1,31.1,31.07,Indonesia
4/4/2016,ICG,134595,S$,0,36,-36,-27.79,IT26,40107,MH,1,inf,8.21,Indonesia
4/4/2016,ICG,134595,S$,0,30,-30,-23.01,IT26,40174,MH,1,inf,6.99,Indonesia
4/4/2016,ICG,134595,S$,0.35,52.5,-52.5,-28.5,IT26,43514,NEE,1,150,24,Indonesia
4/4/2016,ICG,134595,S$,0.28,42,-42,-21,IT26,43516,NEE,1,150,21,Indonesia
4/4/2016,ICG,134595,S$,310,620,-620,-293.75,IT26,42100,ML,1,2,326.25,Indonesia
4/4/2016,ICG,134595,S$,310,310,-310,-173.04,IT26,42598,ML,1,1,136.96,Indonesia
4/4/2016,ICG,134595,S$,3.5,214.2,-214.2,-153.66,IT26,40860,PPDR,1,61.2,60.54,Indonesia
4/4/2016,ICG,134595,S$,3,168,-168,-126,IT26,40737,PPDR,1,56,42,Indonesia
4/4/2016,ICG,134595,S$,2.45,260.19,-260.19,-210.27,IT26,45934,PR04,1,106.2,49.92,Indonesia
4/5/2016,ICG,134596,S$,235,2820,-2820,-1762.48,IA07,42100,ML,1,12,1057.52,Indonesia
4/5/2016,ICG,134596,S$,235,4700,-4700,-2937.47,IA07,10128,ML,1,20,1762.53,Indonesia
4/5/2016,ICG,134596,S$,235,3525,-3525,-3030.68,IA07,42102,ML,1,15,494.32,Indonesia
4/5/2016,ICG,134596,S$,17.5,875,-875,-676.3,IA07,10031,BW,1,50,198.7,Indonesia
4/5/2016,ICG,134596,S$,28,1400,-1400,-1064.01,IA07,40793,BW,1,50,335.99,Indonesia
4/5/2016,ICG,134596,S$,7,700,-700,-536.06,IA07,44286,BW,1,100,163.94,Indonesia
4/5/2016,ICG,134596,S$,10.5,840,-840,-621.32,IA07,10004,BW,1,80,218.68,Indonesia
4/5/2016,ICG,134596,S$,2.1,210,-210,-146.43,IA07,44884,FL,1,100,63.57,Indonesia
4/5/2016,ICG,134596,S$,2.1,210,-210,-148.91,IA07,44885,FL,1,100,61.09,Indonesia
4/6/2016,ICG,134597,S$,0,0,0,-732.23,IO01,46162,LL,,,-732.23,Indonesia
4/7/2016,ICG,134598,S$,54,216,-216,-167.59,IL12,45472,SP,1,4,48.41,Indonesia
4/7/2016,ICG,134598,S$,67.5,675,-675,-494.11,IL12,45473,SP,1,10,180.89,Indonesia
4/7/2016,ICG,134598,S$,19,380,-380,-290.19,IL12,10009,BN,1,20,89.81,Indonesia
4/7/2016,ICG,134598,S$,280,560,-560,-222.42,IL12,41203,AS,1,2,337.58,Indonesia
4/7/2016,ICG,134598,S$,1,200,-200,-86.04,IL12,40487,SDSK,1,200,113.96,Indonesia
4/7/2016,ICG,134598,S$,3.3,330,-330,-109.99,IL12,43956,SSS,1,100,220.01,Indonesia
4/7/2016,ICG,134598,S$,3.8,380,-380,-194.27,IL12,40749,SSS,1,100,185.73,Indonesia
4/7/2016,ICG,134599,S$,10.5,1134,-1134,-992.91,IT23,45466,SP,1,108,141.09,Indonesia
4/7/2016,ICG,134599,S$,10.5,1134,-1134,-992.91,IT23,45467,SP,1,108,141.09,Indonesia
4/7/2016,ICG,134599,S$,18.5,1665,-1665,-1465.36,IT23,45468,SP,1,90,199.64,Indonesia
4/7/2016,ICG,134599,S$,18.8,1579.2,-1579.2,-1385.36,IT23,45469,SP,1,84,193.84,Indonesia
4/7/2016,ICG,134599,S$,21,1260,-1260,-1111.91,IT23,45470,SP,1,60,148.09,Indonesia
4/7/2016,ICG,134599,S$,23.5,4230,-4230,-3695.68,IT23,45471,SP,1,180,534.32,Indonesia
4/7/2016,ICG,134599,S$,49,1274,-1274,-1089.33,IT23,45472,SP,1,26,184.67,Indonesia
4/7/2016,ICG,134599,S$,59.9,1797,-1797,-1482.35,IT23,45473,SP,1,30,314.65,Indonesia
4/7/2016,ICG,134599,S$,19,456,-456,-396.77,IT23,10005,BN,1,24,59.23,Indonesia
4/7/2016,ICG,134599,S$,18.5,444,-444,-350.09,IT23,10008,BN,1,24,93.91,Indonesia
4/7/2016,ICG,134599,S$,18.5,888,-888,-701.68,IT23,10006,BN,1,48,186.32,Indonesia
4/7/2016,ICG,134599,S$,18.5,444,-444,-348.22,IT23,10009,BN,1,24,95.78,Indonesia
4/7/2016,ICG,134599,S$,1,600,-600,-258.12,IT23,40487,SDSK,1,600,341.88,Indonesia
4/7/2016,ICG,134600,S$,2.35,123.38,-123.38,-102.62,IZ01,10379,PR05,1,52.50212766,20.76,Indonesia
4/7/2016,ICG,134600,S$,2.35,235.71,-235.71,-195.66,IZ01,43839,PR06,1,100.3021277,40.05,Indonesia
4/7/2016,ICG,134600,S$,2.35,122.2,-122.2,-101.71,IZ01,10394,PR07,1,52,20.49,Indonesia
4/7/2016,ICG,134600,S$,2.35,292.58,-292.58,-242.87,IZ01,10401,PR08,1,124.5021277,49.71,Indonesia
4/7/2016,ICG,134600,S$,2.35,333.23,-333.23,-283.49,IZ01,43838,PR10,1,141.8,49.74,Indonesia
4/7/2016,ICG,134600,S$,2.35,301.27,-301.27,-261.3,IZ01,43837,PR12,1,128.2,39.97,Indonesia
4/7/2016,ICG,134600,S$,2.35,83.43,-83.43,-69.33,IZ01,43958,PR18,1,35.50212766,14.1,Indonesia
4/7/2016,ICG,134600,S$,49.68,298.08,-298.08,-215.19,IZ01,45832,PN,1,6,82.89,Indonesia
4/7/2016,ICG,134600,S$,4.8,150.24,-150.24,-118.22,IZ01,43943,SPL2.5,1,31.3,32.02,Indonesia
4/7/2016,ICG,134600,S$,4.8,146.88,-146.88,-118.91,IZ01,45127,SPL2.5,1,30.6,27.97,Indonesia
4/7/2016,ICG,134600,S$,4.8,147.36,-147.36,-121.12,IZ01,43940,SPL2.5,1,30.7,26.24,Indonesia
4/7/2016,ICG,134600,S$,19,912,-912,-696.45,IZ01,10009,BN,1,48,215.55,Indonesia
4/7/2016,ICG,134600,S$,3,253.2,-253.2,-220.05,IZ01,30166,PPDR,1,84.4,33.15,Indonesia
4/7/2016,ICG,134600,S$,3,340.5,-340.5,-298.82,IZ01,10475,PPDR,1,113.5,41.68,Indonesia
4/7/2016,ICG,134601,S$,2.35,650.25,-650.25,-539.98,IT12,30262,PR04,1,276.7021277,110.27,Indonesia
4/7/2016,ICG,134601,S$,2.35,593.38,-593.38,-492.57,IT12,43839,PR06,1,252.5021277,100.81,Indonesia
4/7/2016,ICG,134601,S$,2.35,659.41,-659.41,-542.38,IT12,10394,PR07,1,280.6,117.03,Indonesia
4/7/2016,ICG,134601,S$,2.35,739.55,-739.55,-613.9,IT12,10401,PR08,1,314.7021277,125.65,Indonesia
4/7/2016,ICG,134601,S$,2.35,331.82,-331.82,-286.61,IT12,30287,PR14,1,141.2,45.21,Indonesia
4/7/2016,ICG,134601,S$,2.35,710.41,-710.41,-566.15,IT12,44174,PR09,1,302.3021277,144.26,Indonesia
4/7/2016,ICG,134601,S$,4.6,460,-460,-350.29,IT12,41395,PET1,1,100,109.71,Indonesia
4/7/2016,ICG,134601,S$,4.6,460,-460,-351.5,IT12,41396,PET1,1,100,108.5,Indonesia
4/7/2016,ICG,134601,S$,3.2,800,-800,-562.5,IT12,45315,PN,1,250,237.5,Indonesia
4/7/2016,ICG,134601,S$,3.2,800,-800,-560.03,IT12,41302,PN,1,250,239.97,Indonesia
4/7/2016,ICG,134601,S$,3.2,800,-800,-737.5,IT12,45442,PN,1,250,62.5,Indonesia
4/7/2016,ICG,134601,S$,3.2,800,-800,-747.63,IT12,45443,PN,1,250,52.37,Indonesia
4/7/2016,ICG,134601,S$,3.2,800,-800,-743.8,IT12,45444,PN,1,250,56.2,Indonesia
4/7/2016,ICG,134601,S$,3.2,800,-800,-563.73,IT12,45314,PN,1,250,236.27,Indonesia
4/7/2016,ICG,134601,S$,7.8,1404,-1404,-1031.02,IT12,45641,M023,1,180,372.98,Indonesia
4/8/2016,ICG,134602,S$,6.6,10936.2,-10936.2,-7700.28,IA14,46094,PB,1,1657,3235.92,Indonesia
4/7/2016,ICG,134603,S$,8,2000,-2000,-1157.97,IL12,46672,OTHERS,1,250,842.03,Indonesia
4/7/2016,ICG,134603,S$,0.28,140,-140,-70,IL12,43517,NEE,1,500,70,Indonesia
4/8/2016,ICG,134604,S$,4.57,3656,-3656,-2981.17,IA091,10058,CS,1,800,674.83,Indonesia
4/8/2016,ICG,134605,S$,245,490,-490,-293.75,IG01,42100,ML,1,2,196.25,Indonesia
4/8/2016,ICG,134605,S$,2.35,249.1,-249.1,-199.22,IG01,43839,PR06,1,106,49.88,Indonesia
4/8/2016,ICG,134605,S$,2.35,257.09,-257.09,-214.27,IG01,10394,PR07,1,109.4,42.82,Indonesia
4/8/2016,ICG,134605,S$,4.2,252,-252,-208.51,IG01,44407,PPMR,1,60,43.49,Indonesia
4/8/2016,ICG,134605,S$,19,456,-456,-396.77,IG01,10005,BN,1,24,59.23,Indonesia
4/8/2016,ICG,134605,S$,19,912,-912,-696.45,IG01,10009,BN,1,48,215.55,Indonesia
4/8/2016,ICG,134605,S$,0.28,84,-84,-42,IG01,43516,NEE,1,300,42,Indonesia
4/8/2016,ICG,134605,S$,0.28,84,-84,-42,IG01,43517,NEE,1,300,42,Indonesia
4/8/2016,ICG,134605,S$,0.28,84,-84,-42,IG01,43518,NEE,1,300,42,Indonesia
4/8/2016,ICG,134605,S$,0.24,72,-72,-30,IG01,44490,NEE,1,300,42,Indonesia
4/8/2016,ICG,134605,S$,0.24,72,-72,-30,IG01,45489,NEE,1,300,42,Indonesia
4/8/2016,ICG,134605,S$,4.6,920,-920,-745.29,IG01,10058,CS,1,200,174.71,Indonesia
4/8/2016,ICG,134606,S$,3.5,718.2,-718.2,-587.44,IT23,45613,PR02,1,205.2,130.76,Indonesia
4/8/2016,ICG,134606,S$,3.5,429.1,-429.1,-349.99,IT23,45611,PR02,1,122.6,79.11,Indonesia
4/8/2016,ICG,134606,S$,3.5,721.7,-721.7,-614.41,IT23,45612,PR02,1,206.2,107.29,Indonesia
4/8/2016,ICG,134606,S$,3.5,711.2,-711.2,-594.83,IT23,45614,PR02,1,203.2,116.37,Indonesia
4/8/2016,ICG,134606,S$,3.5,716.1,-716.1,-594.81,IT23,45615,PR02,1,204.6,121.29,Indonesia
4/8/2016,ICG,134606,S$,1.2,460.8,-460.8,-253.79,IT23,45852,MLS,1,384,207.01,Indonesia
4/8/2016,ICG,134606,S$,9.2,184,-184,-134.51,IT23,45968,MLY,1,20,49.49,Indonesia
4/8/2016,ICG,134606,S$,0,0,0,-15460.04,IT23,41270,P33,,,-15460.04,Indonesia
4/8/2016,ICG,134606,S$,0,0,0,-914.4,IT23,10549,P30,,,-914.4,Indonesia
4/8/2016,ICG,134606,S$,4.7,314.9,-314.9,-252.9,IT23,45533,P6,1,67,62,Indonesia
4/8/2016,ICG,134606,S$,0,0,0,-764.08,IT23,45538,P9,,,-764.08,Indonesia
4/8/2016,ICG,134606,S$,0,0,0,-722.71,IT23,45540,P9,,,-722.71,Indonesia
4/8/2016,ICG,134606,S$,4.5,798.75,-798.75,-598.94,IT23,45539,P9,1,177.5,199.81,Indonesia
4/8/2016,ICG,134606,S$,4.5,804.6,-804.6,-610.23,IT23,45541,P9,1,178.8,194.37,Indonesia
4/8/2016,ICG,134606,S$,4.5,827.1,-827.1,-617.79,IT23,45683,P9,1,183.8,209.31,Indonesia
4/8/2016,ICG,134606,S$,4.1,963.09,-963.09,-759.17,IT23,45553,P30,1,234.9,203.92,Indonesia
4/8/2016,ICG,134606,S$,2.35,1345.85,-1345.85,-1079.95,IT23,30262,PR04,1,572.7021277,265.9,Indonesia
4/8/2016,ICG,134606,S$,2.35,1285.69,-1285.69,-1069.39,IT23,10379,PR05,1,547.1021277,216.3,Indonesia
4/8/2016,ICG,134606,S$,2.35,1185.58,-1185.58,-985.15,IT23,43839,PR06,1,504.5021277,200.43,Indonesia
4/8/2016,ICG,134606,S$,2.95,1251.1,-1251.1,-927.81,IT23,40737,PPDR,1,424.1016949,323.29,Indonesia
4/8/2016,ICG,134606,S$,2.95,1928.42,-1928.42,-1536.68,IT23,41653,PPDR,1,653.7016949,391.74,Indonesia
4/8/2016,ICG,134606,S$,2.95,1086.19,-1086.19,-809.31,IT23,30053,PPDR,1,368.2,276.88,Indonesia
4/8/2016,ICG,134606,S$,2.95,548.11,-548.11,-426.05,IT23,40728,PPDR,1,185.8,122.06,Indonesia
4/8/2016,ICG,134606,S$,2.95,636.32,-636.32,-484.82,IT23,10458,PPDR,1,215.7016949,151.5,Indonesia
4/8/2016,ICG,134606,S$,3,1590.6,-1590.6,-1325.5,IT23,46110,PR04,1,530.2,265.1,Indonesia
4/8/2016,ICG,134606,S$,3,1704.3,-1704.3,-1412,IT23,46112,PR05,1,568.1,292.3,Indonesia
4/8/2016,ICG,134606,S$,3,1806,-1806,-1503.3,IT23,46114,PR06,1,602,302.7,Indonesia
4/8/2016,ICG,134606,S$,3,1600.2,-1600.2,-1333.5,IT23,46116,PR07,1,533.4,266.7,Indonesia
4/8/2016,ICG,134606,S$,3,1605.9,-1605.9,-1338.25,IT23,46111,PR04,1,535.3,267.65,Indonesia
4/8/2016,ICG,134606,S$,3,1725,-1725,-1437.5,IT23,46113,PR05,1,575,287.5,Indonesia
4/8/2016,ICG,134606,S$,3,1816.8,-1816.8,-1514,IT23,46115,PR06,1,605.6,302.8,Indonesia
4/8/2016,ICG,134606,S$,3,1818.3,-1818.3,-1515.25,IT23,46117,PR07,1,606.1,303.05,Indonesia
4/8/2016,ICG,134606,S$,25,5000,-5000,-4142,IT23,43710,M050,1,200,858,Indonesia
4/8/2016,ICG,134606,S$,2.35,1279.34,-1279.34,-1066.27,IT23,10394,PR07,1,544.4,213.07,Indonesia
4/8/2016,ICG,134606,S$,2.35,1492.49,-1492.49,-1232.42,IT23,10401,PR08,1,635.1021277,260.07,Indonesia
4/8/2016,ICG,134606,S$,2.35,1335.04,-1335.04,-1132.31,IT23,44174,PR09,1,568.1021277,202.73,Indonesia
4/8/2016,ICG,134606,S$,2.35,447.91,-447.91,-372.26,IT23,43958,PR18,1,190.6,75.65,Indonesia
4/8/2016,ICG,134608,S$,5,220,-220,-152.91,SQ03,40053,PPMR,1,44,67.09,Singapore
4/8/2016,ICG,134608,S$,3.02,830.5,-830.5,-723.35,SQ03,45237,PMNR,1,275,107.15,Singapore
4/11/2016,ICG,134609,S$,22.5,450,-450,-290.19,IP02,10009,BN,1,20,159.81,Indonesia
4/11/2016,ICG,134609,S$,2.45,135.98,-135.98,-108.34,IP02,10379,PR05,1,55.50204082,27.64,Indonesia
4/11/2016,ICG,134609,S$,2.45,696.78,-696.78,-539.98,IP02,30262,PR04,1,284.4,156.8,Indonesia
4/11/2016,ICG,134609,S$,2.45,713.93,-713.93,-569.03,IP02,43839,PR06,1,291.4,144.9,Indonesia
4/11/2016,ICG,134609,S$,2.45,358.93,-358.93,-286.31,IP02,43838,PR10,1,146.5020408,72.62,Indonesia
4/11/2016,ICG,134609,S$,4.8,226.56,-226.56,-180.86,IP02,45151,SPL3.5,1,47.2,45.7,Indonesia
4/4/2016,ICX,931451,S$,3.2,257.28,-257.28,-154.05,CASH,10401,PR08,1,80.4,103.23,Singapore
4/5/2016,ICX,931452,S$,3.8,190,-190,-72.97,CASH,44956,FL,1,50,117.03,Singapore
4/6/2016,ICX,931453,S$,3,378.9,-378.9,-246.63,CASH,43839,PR06,1,126.3,132.27,Singapore
4/6/2016,ICX,931453,S$,4.4,264,-264,-144.47,CASH,30203,PR03.5,1,60,119.53,Singapore
4/6/2016,ICX,931454,S$,0.7,35,-35,-20.23,CASH,10075,F,1,50,14.77,Singapore
4/6/2016,ICX,931454,S$,5,30,-30,-8.76,CASH,44956,FL,1,6,21.24,Singapore
4/6/2016,ICX,931454,S$,3,6,-6,-1.55,CASH,10210,NT,1,2,4.45,Singapore
4/6/2016,ICX,931455,S$,120,120,-120,-38.29,CASH,45535,P6,1,1,81.71,Singapore
4/7/2016,ICX,931456,S$,120,1200,-1200,-650.62,CASH,30347,PPDR,1,10,549.38,Singapore
4/7/2016,ICX,931457,S$,95,570,-570,-264.49,CASH,45533,P6,1,6,305.51,Singapore
4/7/2016,ICX,931458,S$,110,220,-220,-91.64,CASH,41534,AST,1,2,128.36,Singapore
4/7/2016,ICX,931458,S$,110,220,-220,-91.63,CASH,41535,AST,1,2,128.37,Singapore
4/11/2016,ICX,931459,S$,230,230,-230,-152.36,CASH,46686,OTHERS,1,1,77.64,Singapore
4/11/2016,ICX,931460,S$,7.2,72,-72,-36,CASH,30262,PR04,1,10,36,Singapore
4/12/2016,ICG,134610,S$,2.45,212.17,-212.17,-175.78,IY03,30287,PR14,1,86.6,36.39,Indonesia
4/12/2016,ICG,134610,S$,4.8,148.8,-148.8,-117.89,IY03,43937,SPL2,1,31,30.91,Indonesia
4/12/2016,ICG,134610,S$,0.54,108,-108,-70,IY03,43520,NEE,1,200,38,Indonesia
4/12/2016,ICG,134610,S$,0.28,28,-28,-14,IY03,43516,NEE,1,100,14,Indonesia
4/12/2016,ICG,134610,S$,0.28,28,-28,-14,IY03,43517,NEE,1,100,14,Indonesia
4/12/2016,ICG,134610,S$,0.28,28,-28,-14,IY03,43518,NEE,1,100,14,Indonesia
4/12/2016,ICG,134610,S$,0.24,24,-24,-10,IY03,44490,NEE,1,100,14,Indonesia
4/12/2016,ICG,134611,S$,4.8,276,-276,-220.41,IL09,45533,P6,1,57.5,55.59,Indonesia
4/12/2016,ICG,134611,S$,4.1,2050,-2050,-1615,IL09,10126,MH,1,500,435,Indonesia
4/12/2016,ICG,134611,S$,2.45,754.6,-754.6,-601.62,IL09,10401,PR08,1,308,152.98,Indonesia
4/12/2016,ICG,134613,S$,3,534.6,-534.6,-391.69,IS05,30053,PPDR,1,178.2,142.91,Indonesia
4/12/2016,ICG,134613,S$,3,187.2,-187.2,-143.08,IS05,40728,PPDR,1,62.4,44.12,Indonesia
4/12/2016,ICG,134613,S$,1.2,230.4,-230.4,-126.89,IS05,45852,MLS,1,192,103.51,Indonesia
4/12/2016,ICG,134613,S$,5.3,848,-848,-685.82,IS05,10644,PETB,1,160,162.18,Indonesia
4/12/2016,ICG,134614,S$,110,220,-220,-146.12,IT09,30274,CL,1,2,73.88,Indonesia
4/12/2016,ICG,134615,S$,4.1,2050,-2050,-1650.73,IT08,10126,MH,1,500,399.27,Indonesia
4/12/2016,ICG,134615,S$,6.5,325,-325,-225.24,IT08,43512,ML,1,50,99.76,Indonesia
4/12/2016,ICG,134615,S$,25.5,306,-306,-246.38,IT08,45471,SP,1,12,59.62,Indonesia
4/12/2016,ICG,134616,S$,11.6,26587.2,-26587.2,-18898,IK11,46817,OTHERS,1,2292,7689.2,Indonesia
4/12/2016,ICG,134616,S$,2.1,252,-252,-158.19,IK11,45877,FL,1,120,93.81,Indonesia
4/12/2016,ICG,134616,S$,4.8,149.28,-149.28,-118.27,IK11,43937,SPL2,1,31.1,31.01,Indonesia
4/12/2016,ICG,134616,S$,4.8,146.4,-146.4,-118.55,IK11,43934,SPL2,1,30.5,27.85,Indonesia
4/12/2016,ICG,134616,S$,4.8,146.88,-146.88,-118.99,IK11,43938,SPL2,1,30.6,27.89,Indonesia
4/12/2016,ICG,134616,S$,6.7,5470.55,-5470.55,-3794.37,IK11,44853,PB,1,816.5,1676.18,Indonesia
4/12/2016,ICG,134616,S$,6.7,5226,-5226,-3624.75,IK11,40862,PB,1,780,1601.25,Indonesia
4/12/2016,ICG,134616,S$,5.3,1060,-1060,-857.27,IK11,10644,PETB,1,200,202.73,Indonesia
4/12/2016,ICG,134616,S$,4.6,230,-230,-175.14,IK11,41395,PET1,1,50,54.86,Indonesia
4/12/2016,ICG,134616,S$,1.2,230.4,-230.4,-126.9,IK11,45852,MLS,1,192,103.5,Indonesia
4/12/2016,ICG,134616,S$,5.5,275,-275,-205.02,IK11,46531,PETB,1,50,69.98,Indonesia
4/13/2016,ICG,134617,S$,3.05,838.75,-838.75,-723.35,SQ03,45237,PMNR,1,275,115.4,Singapore
4/13/2016,ICG,134618,S$,2.9,1704.04,-1704.04,-1160.58,SJ03,10380,PR05,1,587.6,543.46,Singapore
4/14/2016,ICG,134619,S$,235,3525,-3525,-2595.54,IA091,42598,ML,1,15,929.46,Indonesia
4/14/2016,ICG,134619,S$,235,1175,-1175,-734.37,IA091,10128,ML,1,5,440.63,Indonesia
4/15/2016,ICG,134620,S$,26.3,1315,-1315,-1150,IG01,45381,TN,1,50,165,Indonesia
4/15/2016,ICG,134620,S$,42,2310,-2310,-1837,IG01,46653,M035,1,55,473,Indonesia
4/15/2016,ICG,134620,S$,4.2,840,-840,-684.96,IG01,10059,CS,1,200,155.04,Indonesia
4/15/2016,ICG,134620,S$,4.4,220,-220,-179.83,IG01,41394,PET1,1,50,40.17,Indonesia
4/15/2016,ICG,134620,S$,4.4,220,-220,-174,IG01,41492,PET1,1,50,46,Indonesia
4/15/2016,ICG,134620,S$,4.4,220,-220,-174,IG01,41520,PET1,1,50,46,Indonesia
4/15/2016,ICG,134620,S$,4.4,440,-440,-350.55,IG01,41519,PET1,1,100,89.45,Indonesia
4/15/2016,ICG,134620,S$,4.8,288,-288,-232.83,IG01,41636,U.N,1,60,55.17,Indonesia
4/15/2016,ICG,134620,S$,88,176,-176,-92.71,IG01,41532,AST,1,2,83.29,Indonesia
4/15/2016,ICG,134620,S$,11.7,936,-936,-748.37,IG01,46425,NN,1,80,187.63,Indonesia
4/15/2016,ICG,134620,S$,4.6,327.06,-327.06,-240.9,IG01,45540,P9,1,71.1,86.16,Indonesia
4/14/2016,ICG,134621,S$,1793.4,2913.19,-2913.19,0,IA152,45580,U.N,1,1.624395004,2913.19,Indonesia
4/18/2016,ICG,134623,S$,4.8,2400,-2400,-1950,IT04,41392,PET1,1,500,450,Indonesia
4/18/2016,ICG,134623,S$,25,1500,-1500,-1138.2,IT04,41350,M429,1,60,361.8,Indonesia
4/18/2016,ICG,134623,S$,0.28,140,-140,-70,IT04,43516,NEE,1,500,70,Indonesia
4/18/2016,ICG,134623,S$,0.28,140,-140,-70,IT04,43517,NEE,1,500,70,Indonesia
4/18/2016,ICG,134623,S$,4.8,749.28,-749.28,-593.28,IT04,43937,SPL2,1,156.1,156,Indonesia
4/18/2016,ICG,134623,S$,4.8,775.2,-775.2,-613.16,IT04,43936,SPL2,1,161.5,162.04,Indonesia
4/18/2016,ICG,134624,S$,34.5,12937.5,-12937.5,-10025.26,IL12,41873,M429,1,375,2912.24,Indonesia
4/18/2016,ICG,134624,S$,17,6800,-6800,-5536,IL12,46820,OTHERS,1,400,1264,Indonesia
4/18/2016,ICG,134624,S$,8,2000,-2000,-1157.97,IL12,46672,OTHERS,1,250,842.03,Indonesia
4/18/2016,ICG,134624,S$,4.8,149.76,-149.76,-118.66,IL12,43937,SPL2,1,31.2,31.1,Indonesia
4/18/2016,ICG,134624,S$,4.8,153.6,-153.6,-122.63,IL12,43936,SPL2,1,32,30.97,Indonesia
4/18/2016,ICG,134624,S$,4.8,146.4,-146.4,-118.54,IL12,43934,SPL2,1,30.5,27.86,Indonesia
4/18/2016,ICG,134624,S$,4.8,151.2,-151.2,-120.88,IL12,43938,SPL2,1,31.5,30.32,Indonesia
4/18/2016,ICG,134625,S$,2.35,1284.04,-1284.04,-1079.95,IT23,30262,PR04,1,546.4,204.09,Indonesia
4/18/2016,ICG,134625,S$,2.35,1277.7,-1277.7,-1061.37,IT23,10379,PR05,1,543.7021277,216.33,Indonesia
4/18/2016,ICG,134625,S$,2.35,2411.57,-2411.57,-2003.89,IT23,43839,PR06,1,1026.2,407.68,Indonesia
4/18/2016,ICG,134625,S$,2.35,1278.4,-1278.4,-1065.49,IT23,10394,PR07,1,544,212.91,Indonesia
4/18/2016,ICG,134625,S$,2.35,1463.58,-1463.58,-1216.52,IT23,10401,PR08,1,622.8,247.06,Indonesia
4/18/2016,ICG,134625,S$,4.6,920,-920,-780,IT23,41392,PET1,1,200,140,Indonesia
4/18/2016,ICG,134625,S$,4.6,1150,-1150,-895.95,IT23,41393,PET1,1,250,254.05,Indonesia
4/18/2016,ICG,134625,S$,4.4,440,-440,-359.66,IT23,41394,PET1,1,100,80.34,Indonesia
4/18/2016,ICG,134625,S$,5.6,7803.6,-7803.6,-6094.45,IT23,46686,OTHERS,1,1393.5,1709.15,Indonesia
4/18/2016,ICG,134625,S$,48.9,696.83,-696.83,-438.14,IT23,46652,BSK,1,14.25010225,258.69,Indonesia
4/18/2016,ICG,134625,S$,57.5,819.38,-819.38,-514.85,IT23,46778,OTHERS,1,14.25008696,304.53,Indonesia
4/13/2016,ICG,134612,S$,27,648,-648,-455.2,IN04,45875,WP,1,24,192.8,Indonesia
4/13/2016,ICG,134612,S$,4.2,840,-840,-684.96,IN04,10059,CS,1,200,155.04,Indonesia
4/19/2016,ICG,134626,S$,120,720,-720,-385.07,SS26,30347,PPDR,1,6,334.93,Singapore
4/19/2016,ICG,134627,S$,4,14000,-14000,-11547.36,IH03,10126,MH,1,3500,2452.64,Indonesia
4/19/2016,ICG,134627,S$,6.5,1950,-1950,-1075.56,IH03,43513,ML,1,300,874.44,Indonesia
4/19/2016,ICG,134628,S$,19,1387,-1387,-1206.84,IT08,10005,BN,1,73,180.16,Indonesia
4/19/2016,ICG,134628,S$,19,912,-912,-701.69,IT08,10006,BN,1,48,210.31,Indonesia
4/19/2016,ICG,134628,S$,19,247,-247,-189.63,IT08,10008,BN,1,13,57.37,Indonesia
4/19/2016,ICG,134628,S$,19,190,-190,-145.09,IT08,10009,BN,1,10,44.91,Indonesia
4/19/2016,ICG,134628,S$,98,98,-98,-46.36,IT08,41532,AST,1,1,51.64,Indonesia
4/19/2016,ICG,134628,S$,98,98,-98,-46.4,IT08,41533,AST,1,1,51.6,Indonesia
4/19/2016,ICG,134628,S$,98,196,-196,-92.77,IT08,41535,AST,1,2,103.23,Indonesia
4/19/2016,ICG,134629,S$,20,240,-240,-175.04,IL09,10008,BN,1,12,64.96,Indonesia
4/19/2016,ICG,134629,S$,20,240,-240,-174.11,IL09,10009,BN,1,12,65.89,Indonesia
4/19/2016,ICG,134629,S$,47,1504,-1504,-1213.21,IL09,44777,M080,1,32,290.79,Indonesia
4/19/2016,ICG,134629,S$,6.5,1218.75,-1218.75,-878.62,IL09,41371,PB,1,187.5,340.13,Indonesia
4/19/2016,ICG,134629,S$,4.6,653.2,-653.2,-505.66,IL09,45538,P9,1,142,147.54,Indonesia
4/19/2016,ICG,134630,S$,0.07,3672,-3672,-2859.3,IA07,10074,F,1,52457.14286,812.7,Indonesia
