Date,Type,RefNo,Cur,TUPrice,ODAmt,Amt,Worth,Customer Code,StkISN,CatCode,Exchange Rate,Quantity,Profit,Country
8/31/2017,ICG,135877,S$,3.8,95,-95,-37.91,SZ52,44956,FL,1,25,57.09,Singapore
8/30/2017,ICG,135878,S$,24.5,122.5,-122.5,-95.21,IN04,10008,BN,1,5,27.29,Indonesia
8/30/2017,ICG,135878,S$,24.5,122.5,-122.5,-95.2,IN04,10009,BN,1,5,27.3,Indonesia
8/30/2017,ICG,135878,S$,95,190,-190,-119.17,IN04,41534,AST,1,2,70.83,Indonesia
8/30/2017,ICG,135878,S$,3.1,398.04,-398.04,-309.05,IN04,40728,PPDR,1,128.4,88.99,Indonesia
8/30/2017,ICG,135878,S$,0,12150,-12150,-11387.06,IN04,10126,MH,1,inf,762.94,Indonesia
8/2/2017,ICX,931864,S$,5,15,-15,-4.55,CASH,44956,FL,1,3,10.45,Singapore
8/2/2017,ICX,931865,S$,180,360,-360,-171.06,CASH,30332,P21,1,2,188.94,Singapore
8/4/2017,ICX,931866,S$,88,88,-88,-46.85,CASH,40931,NMCN,1,1,41.15,Singapore
8/4/2017,ICX,931866,S$,0.9,1.8,-1.8,-1.37,CASH,46195,NT,1,2,0.43,Singapore
8/4/2017,ICX,931866,S$,46,276,-276,-159.23,CASH,46889,OTHERS,1,6,116.77,Singapore
8/7/2017,ICX,931867,S$,26.3,26.3,-26.3,-20.61,CASH,10406,PR09,1,1,5.69,Singapore
8/7/2017,ICX,931868,S$,5,10,-10,-6.73,CASH,40724,PPDR,1,2,3.27,Singapore
8/7/2017,ICX,931868,S$,4,40,-40,-24.59,CASH,45443,PN,1,10,15.41,Singapore
8/7/2017,ICX,931868,S$,5,40,-40,-17.78,CASH,46420,M015,1,8,22.22,Singapore
8/7/2017,ICX,931868,S$,1.5,1.5,-1.5,-0.45,CASH,44116,MLS,1,1,1.05,Singapore
8/7/2017,ICX,931868,S$,50,50,-50,-28.35,CASH,40912,NMCN,1,1,21.65,Singapore
8/10/2017,ICX,931869,S$,6,12,-12,-5.84,CASH,44581,M015,1,2,6.16,Singapore
8/18/2017,ICX,931870,S$,160,160,-160,-45.89,CASH,30163,P6,1,1,114.11,Singapore
8/28/2017,ICX,931871,S$,4.5,148.5,-148.5,-105.57,CASH,46543,P15,1,33,42.93,Singapore
9/5/2017,ICG,135879,S$,270,5400,-5400,-3464.31,IH03,10128,ML,1,20,1935.69,Indonesia
9/5/2017,ICG,135879,S$,270,2700,-2700,-1841.74,IH03,46506,ML,1,10,858.26,Indonesia
9/5/2017,ICG,135879,S$,17.5,1750,-1750,-1237.61,IH03,10031,BW,1,100,512.39,Indonesia
9/5/2017,ICG,135879,S$,10,300,-300,-132.39,IH03,10025,BR,1,30,167.61,Indonesia
9/6/2017,ICG,135880,S$,100,2600,-2600,-1648.6,SZ69,46965,OTHERS,1,26,951.4,Singapore
9/4/2017,ICG,135881,S$,6.8,6800,-6800,-4631.71,SO05,44947,ML,1,1000,2168.29,Singapore
9/5/2017,ICG,135882,S$,2.8,5319.72,-5319.72,-4398.07,IA17,46966,OTHERS,1,1899.9,921.65,Indonesia
9/5/2017,ICG,135883,S$,7,3860.5,-3860.5,-2749.46,IT04,46094,PB,1,551.5,1111.04,Indonesia
9/5/2017,ICG,135883,S$,2.35,2504.16,-2504.16,-2127.64,IT04,30262,PR04,1,1065.6,376.52,Indonesia
9/5/2017,ICG,135883,S$,2.35,1770.96,-1770.96,-1489.83,IT04,45934,PR04,1,753.6,281.13,Indonesia
9/5/2017,ICG,135884,S$,6.5,1223.3,-1223.3,-922.86,IL09,41371,PB,1,188.2,300.44,Indonesia
9/5/2017,ICG,135884,S$,7,1926.4,-1926.4,-1372.77,IL09,46094,PB,1,275.2,553.63,Indonesia
9/5/2017,ICG,135884,S$,0.08,225,-225,-188.11,IL09,10074,F,1,2812.5,36.89,Indonesia
9/5/2017,ICG,135884,S$,5.5,275,-275,-217.31,IL09,40263,PETB,1,50,57.69,Indonesia
9/5/2017,ICG,135884,S$,5.45,308.47,-308.47,-249.73,IL09,46687,OTHERS,1,56.6,58.74,Indonesia
9/5/2017,ICG,135884,S$,4.1,342.76,-342.76,-256.59,IL09,30332,P21,1,83.6,86.17,Indonesia
9/5/2017,ICG,135884,S$,14,168,-168,-110.34,IL09,45467,SP,1,12,57.66,Indonesia
9/5/2017,ICG,135884,S$,27.5,330,-330,-245.1,IL09,45471,SP,1,12,84.9,Indonesia
9/5/2017,ICG,135884,S$,47,940,-940,-722.31,IL09,44777,M080,1,20,217.69,Indonesia
9/5/2017,ICG,135884,S$,8.3,2075,-2075,-1248.68,IL09,45642,M028,1,250,826.32,Indonesia
9/6/2017,ICG,135885,S$,2.35,1076.3,-1076.3,-915.11,IT04,45927,PR06,1,458,161.19,Indonesia
9/6/2017,ICG,135885,S$,2.35,3156.29,-3156.29,-2692,IT04,43838,PR10,1,1343.102128,464.29,Indonesia
9/7/2017,ICG,135886,S$,90,90,-90,-60.5,SZ104,41174,P6,1,1,29.5,Singapore
9/4/2017,ICG,135887,S$,5,1420.5,-1420.5,-891.95,SM01,46830,OTHERS,1,284.1,528.55,Singapore
9/4/2017,ICG,135888,S$,250,18750,-18750,-12991.15,IP07,10128,ML,1,75,5758.85,Indonesia
9/4/2017,ICG,135888,S$,6.3,14175,-14175,-10056.38,IP07,43513,ML,1,2250,4118.62,Indonesia
9/6/2017,ICG,135889,S$,2.8,6655.04,-6655.04,-5490.41,IJ01,46756,OTHERS,1,2376.8,1164.63,Indonesia
9/6/2017,ICG,135889,S$,2.3,479.78,-479.78,-419.91,IJ01,43839,PR06,1,208.6,59.87,Indonesia
9/6/2017,ICG,135889,S$,2.3,382.72,-382.72,-332.75,IJ01,10394,PR07,1,166.4,49.97,Indonesia
9/6/2017,ICG,135889,S$,2.3,1132.98,-1132.98,-998.77,IJ01,10401,PR08,1,492.6,134.21,Indonesia
9/6/2017,ICG,135889,S$,2.3,2102.2,-2102.2,-1811.78,IJ01,43837,PR12,1,914,290.42,Indonesia
9/6/2017,ICG,135889,S$,2.3,512.44,-512.44,-448.98,IJ01,44591,PR20,1,222.8,63.46,Indonesia
9/6/2017,ICG,135889,S$,2.32,1951.12,-1951.12,-1616.72,IJ01,45935,PR05,1,841,334.4,Indonesia
9/6/2017,ICG,135889,S$,2.32,1575.05,-1575.05,-1372.66,IJ01,45927,PR06,1,678.9008621,202.39,Indonesia
9/6/2017,ICG,135889,S$,2.32,1912.61,-1912.61,-1663.58,IJ01,45928,PR07,1,824.4008621,249.03,Indonesia
9/6/2017,ICG,135889,S$,2.32,1403.14,-1403.14,-1229.85,IJ01,45929,PR08,1,604.8017241,173.29,Indonesia
9/6/2017,ICG,135889,S$,2.32,3752.83,-3752.83,-3235.18,IJ01,45932,PR12,1,1617.599138,517.65,Indonesia
9/6/2017,ICG,135889,S$,2.32,1947.41,-1947.41,-1707.43,IJ01,46492,PR20,1,839.4008621,239.98,Indonesia
9/6/2017,ICG,135889,S$,4.7,427.7,-427.7,-307.06,IJ01,41460,KPR,1,91,120.64,Indonesia
9/6/2017,ICG,135889,S$,1.1,825,-825,-581.55,IJ01,44497,PETS,1,750,243.45,Indonesia
9/6/2017,ICG,135889,S$,1,250,-250,-193,IJ01,40909,PETS,1,250,57,Indonesia
9/6/2017,ICG,135889,S$,4.6,920,-920,-730.17,IJ01,41395,PET1,1,200,189.83,Indonesia
9/6/2017,ICG,135889,S$,4.6,460,-460,-350.1,IJ01,41396,PET1,1,100,109.9,Indonesia
9/6/2017,ICG,135889,S$,4.6,460,-460,-356.05,IJ01,42143,PET1,1,100,103.95,Indonesia
9/6/2017,ICG,135889,S$,4.6,460,-460,-370.91,IJ01,41492,PET1,1,100,89.09,Indonesia
9/6/2017,ICG,135889,S$,4.6,460,-460,-343.5,IJ01,41936,PET1,1,100,116.5,Indonesia
9/11/2017,ICG,135891,S$,6.8,6378.4,-6378.4,-4675.31,IJ01,46094,PB,1,938,1703.09,Indonesia
9/11/2017,ICG,135891,S$,19.8,990,-990,-821.39,IJ01,10498,TN,1,50,168.61,Indonesia
9/11/2017,ICG,135891,S$,4.7,905.22,-905.22,-751.39,IJ01,41278,PR08,1,192.6,153.83,Indonesia
9/11/2017,ICG,135891,S$,6,6000,-6000,-4469.5,IJ01,43513,ML,1,1000,1530.5,Indonesia
9/11/2017,ICG,135891,S$,47,1410,-1410,-1083.47,IJ01,44777,M080,1,30,326.53,Indonesia
9/11/2017,ICG,135891,S$,8.7,348,-348,-166.6,IJ01,44436,M028,1,40,181.4,Indonesia
9/11/2017,ICG,135891,S$,9.5,950,-950,-513.23,IJ01,45641,M023,1,100,436.77,Indonesia
9/11/2017,ICG,135891,S$,5.7,3420,-3420,-2536.3,IJ01,44629,NT,1,600,883.7,Indonesia
9/11/2017,ICG,135891,S$,0.08,225,-225,-188.11,IJ01,10074,F,1,2812.5,36.89,Indonesia
9/11/2017,ICG,135891,S$,2.3,2396.6,-2396.6,-2112.7,IJ01,10401,PR08,1,1042,283.9,Indonesia
9/11/2017,ICG,135891,S$,4.3,774,-774,-580.42,IJ01,30337,PPMR,1,180,193.58,Indonesia
9/11/2017,ICG,135892,S$,270,5400,-5400,-3464.31,IH03,10128,ML,1,20,1935.69,Indonesia
9/11/2017,ICG,135892,S$,6.5,3250,-3250,-2234.75,IH03,43513,ML,1,500,1015.25,Indonesia
9/11/2017,ICG,135892,S$,2,10,-10,-7.14,IH03,44885,FL,1,5,2.86,Indonesia
9/11/2017,ICG,135892,S$,2,100,-100,-72.25,IH03,44523,FL,1,50,27.75,Indonesia
9/12/2017,ICG,135893,S$,4.9,1879.64,-1879.64,-1499.72,IA14,41278,PR08,1,383.6,379.92,Indonesia
9/12/2017,ICG,135893,S$,4.9,5537.49,-5537.49,-4746.42,IA14,41141,PR10,1,1130.1,791.07,Indonesia
9/12/2017,ICG,135893,S$,6.6,3631.32,-3631.32,-2750.19,IA14,46094,PB,1,550.2,881.13,Indonesia
9/12/2017,ICG,135894,S$,3.2,4105.28,-4105.28,-2607.2,SZ82,45934,PR04,1,1282.9,1498.08,Singapore
9/13/2017,ICG,135895,S$,2.3,4278.23,-4278.23,-3723.03,IT23,30262,PR04,1,1860.1,555.2,Indonesia
9/13/2017,ICG,135895,S$,2.3,478.63,-478.63,-419.9,IT23,43839,PR06,1,208.1,58.73,Indonesia
9/13/2017,ICG,135895,S$,2.3,523.25,-523.25,-443.67,IT23,10394,PR07,1,227.5,79.58,Indonesia
9/13/2017,ICG,135895,S$,2.3,3537.4,-3537.4,-3118.36,IT23,10401,PR08,1,1538,419.04,Indonesia
9/13/2017,ICG,135895,S$,6.4,10701.12,-10701.12,-8791.68,IT23,40680,P18,1,1672.05,1909.44,Indonesia
9/13/2017,ICG,135895,S$,5.8,7122.4,-7122.4,-6132.89,IT23,30333,P21,1,1228,989.51,Indonesia
9/13/2017,ICG,135895,S$,2.35,859.16,-859.16,-744.91,IT23,45934,PR04,1,365.6,114.25,Indonesia
9/13/2017,ICG,135895,S$,2.35,1320.47,-1320.47,-1080.19,IT23,45935,PR05,1,561.9021277,240.28,Indonesia
9/13/2017,ICG,135895,S$,2.35,2486.77,-2486.77,-2196.25,IT23,45927,PR06,1,1058.2,290.52,Indonesia
9/13/2017,ICG,135895,S$,2.3,2374.98,-2374.98,-2060.49,IT23,43838,PR10,1,1032.6,314.49,Indonesia
9/15/2017,ICG,135896,S$,3.2,1172.48,-1172.48,-733.36,SZ08,30262,PR04,1,366.4,439.12,Singapore
9/14/2017,ICG,135897,S$,3.5,142.8,-142.8,-119.99,IT23,45613,PR02,1,40.8,22.81,Indonesia
9/14/2017,ICG,135897,S$,3.5,281.4,-281.4,-238.29,IT23,45611,PR02,1,80.4,43.11,Indonesia
9/14/2017,ICG,135897,S$,3.5,431.2,-431.2,-364.97,IT23,45612,PR02,1,123.2,66.23,Indonesia
9/14/2017,ICG,135897,S$,3.5,289.8,-289.8,-245.95,IT23,45614,PR02,1,82.8,43.85,Indonesia
9/14/2017,ICG,135897,S$,3.5,283.5,-283.5,-233.14,IT23,45615,PR02,1,81,50.36,Indonesia
9/14/2017,ICG,135897,S$,3.5,578.2,-578.2,-488.85,IT23,45616,PR02.5,1,165.2,89.35,Indonesia
9/14/2017,ICG,135897,S$,3.5,287.7,-287.7,-241.46,IT23,45617,PR02.5,1,82.2,46.24,Indonesia
9/14/2017,ICG,135897,S$,3.5,289.8,-289.8,-243.39,IT23,45620,PR02.5,1,82.8,46.41,Indonesia
9/14/2017,ICG,135897,S$,3.5,294,-294,-242.51,IT23,45619,PR02.5,1,84,51.49,Indonesia
9/14/2017,ICG,135897,S$,3.5,571.2,-571.2,-472.42,IT23,45621,PR03,1,163.2,98.78,Indonesia
9/14/2017,ICG,135897,S$,3.5,573.3,-573.3,-465.43,IT23,45622,PR03,1,163.8,107.87,Indonesia
9/14/2017,ICG,135897,S$,3.5,276.5,-276.5,-222.31,IT23,45624,PR03,1,79,54.19,Indonesia
9/14/2017,ICG,135897,S$,3.5,858.9,-858.9,-700.56,IT23,45623,PR03,1,245.4,158.34,Indonesia
9/14/2017,ICG,135897,S$,2.9,145,-145,-117.97,IT23,40726,PPDR,1,50,27.03,Indonesia
9/14/2017,ICG,135897,S$,2.9,1173.34,-1173.34,-967.95,IT23,40737,PPDR,1,404.6,205.39,Indonesia
9/14/2017,ICG,135897,S$,2.9,3445.49,-3445.49,-2769.31,IT23,30053,PPDR,1,1188.1,676.18,Indonesia
9/14/2017,ICG,135898,S$,3.1,148.8,-148.8,-113.25,IL12,40726,PPDR,1,48,35.55,Indonesia
9/14/2017,ICG,135898,S$,3.1,610.39,-610.39,-466.54,IL12,40728,PPDR,1,196.9,143.85,Indonesia
9/14/2017,ICG,135898,S$,3.1,673.94,-673.94,-533.81,IL12,10458,PPDR,1,217.4,140.13,Indonesia
9/16/2017,ICG,135899,S$,6.5,6108.7,-6108.7,-4614.28,IA14,41371,PB,1,939.8,1494.42,Indonesia
9/16/2017,ICG,135899,S$,4.9,1848.77,-1848.77,-1583.4,IA14,41141,PR10,1,377.3,265.37,Indonesia
9/16/2017,ICG,135899,S$,0.08,675,-675,-564.33,IA14,10074,F,1,8437.5,110.67,Indonesia
9/16/2017,ICG,135900,S$,6.5,4645.55,-4645.55,-3506.85,IK11,41371,PB,1,714.7,1138.7,Indonesia
9/16/2017,ICG,135900,S$,4.6,524.4,-524.4,-444.76,IK11,46161,PR05,1,114,79.64,Indonesia
9/16/2017,ICG,135900,S$,0.85,204,-204,-162.38,IK11,10076,F,1,240,41.62,Indonesia
9/17/2017,ICG,135901,S$,0,20250,-20250,-17893.96,IN04,10126,MH,1,inf,2356.04,Indonesia
9/17/2017,ICG,135901,S$,5,6000,-6000,-4699.02,IN04,46792,OTHERS,1,1200,1300.98,Indonesia
9/17/2017,ICG,135901,S$,4.9,764.89,-764.89,-569.67,IN04,40016,PR12,1,156.1,195.22,Indonesia
9/17/2017,ICG,135901,S$,58,116,-116,-83.81,IN04,45472,SP,1,2,32.19,Indonesia
9/17/2017,ICG,135901,S$,5.3,1060,-1060,-864.49,IN04,10644,PETB,1,200,195.51,Indonesia
9/17/2017,ICG,135901,S$,5.3,1272,-1272,-942.21,IN04,46435,PETB,1,240,329.79,Indonesia
9/17/2017,ICG,135901,S$,43.5,870,-870,-668,IN04,46654,M035,1,20,202,Indonesia
9/17/2017,ICG,135901,S$,260,5200,-5200,-3683.47,IN04,46506,ML,1,20,1516.53,Indonesia
9/18/2017,ICG,135902,S$,3.2,170.56,-170.56,-106.68,SL14,30262,PR04,1,53.3,63.88,Singapore
9/4/2017,ICX,931872,S$,260,1300,-1300,-524.26,CASH,41205,AS,1,5,775.74,Singapore
9/18/2017,ICG,135903,S$,29,580,-580,-380.86,IP02,10008,BN,1,20,199.14,Indonesia
9/18/2017,ICG,135903,S$,29,870,-870,-571.22,IP02,10009,BN,1,30,298.78,Indonesia
9/18/2017,ICG,135903,S$,29,580,-580,-380.72,IP02,10006,BN,1,20,199.28,Indonesia
9/18/2017,ICG,135903,S$,5.1,157.08,-157.08,-108.91,IP02,46859,OTHERS,1,30.8,48.17,Indonesia
9/18/2017,ICG,135903,S$,5.1,96.9,-96.9,-78.5,IP02,44063,SPL1.5,1,19,18.4,Indonesia
9/19/2017,ICG,135904,S$,6.5,12216.1,-12216.1,-9228.56,IA14,41371,PB,1,1879.4,2987.54,Indonesia
9/19/2017,ICG,135904,S$,0.08,2250,-2250,-1881.11,IA14,10074,F,1,28125,368.89,Indonesia
9/19/2017,ICG,135904,S$,4.9,2399.04,-2399.04,-2058.42,IA14,41141,PR10,1,489.6,340.62,Indonesia
9/19/2017,ICG,135904,S$,4.2,588,-588,-480.76,IA14,41966,PPDRW,1,140,107.24,Indonesia
9/19/2017,ICG,135904,S$,4.9,449.82,-449.82,-370.05,IA14,45152,SPL3.5,1,91.8,79.77,Indonesia
9/19/2017,ICG,135904,S$,0,20250,-20250,-17893.96,IA14,10126,MH,1,inf,2356.04,Indonesia
9/8/2017,ICX,931873,S$,4,100,-100,-37.91,CASH,44956,FL,1,25,62.09,Singapore
9/8/2017,ICX,931874,S$,8,8,-8,-2.25,CASH,41302,PN,1,1,5.75,Singapore
9/8/2017,ICX,931874,S$,65,65,-65,-37.34,CASH,40914,NMCN,1,1,27.66,Singapore
9/8/2017,ICX,931874,S$,0.9,1.8,-1.8,-1.13,CASH,44130,NT,1,2,0.67,Singapore
9/19/2017,ICG,135906,S$,47,705,-705,-541.74,IJ01,44777,M080,1,15,163.26,Indonesia
9/19/2017,ICG,135906,S$,8.5,340,-340,-209.09,IJ01,45647,M028,1,40,130.91,Indonesia
9/19/2017,ICG,135906,S$,10.5,735,-735,-476.83,IJ01,46065,M033,1,70,258.17,Indonesia
9/19/2017,ICG,135906,S$,11.5,460,-460,-251.83,IJ01,40670,M033,1,40,208.17,Indonesia
9/19/2017,ICG,135906,S$,23.5,470,-470,-314.67,IJ01,30237,HK,1,20,155.33,Indonesia
9/19/2017,ICG,135906,S$,3.4,170,-170,-112.5,IJ01,45315,PN,1,50,57.5,Indonesia
9/19/2017,ICG,135906,S$,3.4,170,-170,-112.5,IJ01,41302,PN,1,50,57.5,Indonesia
9/19/2017,ICG,135906,S$,3.4,340,-340,-230.01,IJ01,41303,PN,1,100,109.99,Indonesia
9/19/2017,ICG,135906,S$,3.4,170,-170,-115,IJ01,41304,PN,1,50,55,Indonesia
9/19/2017,ICG,135906,S$,29.5,236,-236,-185.88,IJ01,45821,NCN4,1,8,50.12,Indonesia
9/19/2017,ICG,135906,S$,40,320,-320,-249.42,IJ01,40766,NCN4,1,8,70.58,Indonesia
9/11/2017,ICX,931875,S$,4,8,-8,-5.43,CASH,40724,PPDR,1,2,2.57,Singapore
9/11/2017,ICX,931875,S$,4.5,9,-9,-4.49,CASH,43944,SPL2.5,1,2,4.51,Singapore
9/11/2017,ICX,931875,S$,0,0,0,-111067.78,CASH,41435,M020P,,,-111067.78,Singapore
9/21/2017,ICG,135908,S$,0.93,6510,-6510,-6314,IP03,10445,PRSIMR,1,7000,196,Indonesia
9/21/2017,ICG,135908,S$,0.75,4875,-4875,-5460,IP03,10571,PRSIMR,1,6500,-585,Indonesia
9/21/2017,ICG,135908,S$,0.86,2580,-2580,-2520,IP03,10572,PRSIMR,1,3000,60,Indonesia
9/21/2017,ICG,135908,S$,0.73,1825,-1825,-2025,IP03,10242,PRSIMR,1,2500,-200,Indonesia
9/21/2017,ICG,135908,S$,0.84,6510,-6510,-6277.5,IP03,10610,PRSIMR,1,7750,232.5,Indonesia
9/21/2017,ICG,135908,S$,0.84,7560,-7560,-7290,IP03,10254,PRSIMR,1,9000,270,Indonesia
9/21/2017,ICG,135908,S$,0.86,12900,-12900,-12600,IP03,10619,PRSIMR,1,15000,300,Indonesia
9/21/2017,ICG,135908,S$,0.93,3720,-3720,-3600,IP03,40101,PRSIMR,1,4000,120,Indonesia
9/21/2017,ICG,135908,S$,0.86,12900,-12900,-12600,IP03,30320,PRSIMR,1,15000,300,Indonesia
9/21/2017,ICG,135908,S$,0.84,2310,-2310,-2227.5,IP03,46154,PETS,1,2750,82.5,Indonesia
9/21/2017,ICG,135908,S$,0.84,2940,-2940,-2835,IP03,40025,PRSIMR,1,3500,105,Indonesia
9/21/2017,ICG,135908,S$,0.84,2520,-2520,-2430,IP03,40320,PRSIMR,1,3000,90,Indonesia
9/21/2017,ICG,135908,S$,5.97,4372.73,-4372.73,-4248.21,IP03,41701,T.I.,1,732.4505863,124.52,Indonesia
9/21/2017,ICG,135909,S$,3.95,39500,-39500,-32534.47,IP07,10126,MH,1,10000,6965.53,Indonesia
9/21/2017,ICG,135909,S$,5.2,5200,-5200,-3915.85,IP07,46792,OTHERS,1,1000,1284.15,Indonesia
9/19/2017,ICG,135910,S$,4.9,590.45,-590.45,-469.29,IK11,40371,PR09,1,120.5,121.16,Indonesia
9/19/2017,ICG,135910,S$,4.4,783.2,-783.2,-476.88,IK11,40630,PR10,1,178,306.32,Indonesia
9/19/2017,ICG,135910,S$,4.6,788.44,-788.44,-668.71,IK11,46161,PR05,1,171.4,119.73,Indonesia
9/19/2017,ICG,135910,S$,0.35,175,-175,-95,IK11,43514,NEE,1,500,80,Indonesia
9/19/2017,ICG,135910,S$,0.35,350,-350,-190,IK11,43515,NEE,1,1000,160,Indonesia
9/19/2017,ICG,135910,S$,1,300,-300,-228.11,IK11,46386,NT,1,300,71.89,Indonesia
9/19/2017,ICG,135910,S$,3.4,34,-34,-22.5,IK11,45314,PN,1,10,11.5,Indonesia
9/19/2017,ICG,135910,S$,0.48,480,-480,-346.51,IK11,10075,F,1,1000,133.49,Indonesia
9/19/2017,ICG,135910,S$,0.85,1020,-1020,-811.9,IK11,10076,F,1,1200,208.1,Indonesia
9/19/2017,ICG,135910,S$,11.8,22048.3,-22048.3,-15702.34,IK11,46955,OTHERS,1,1868.5,6345.96,Indonesia
9/19/2017,ICG,135911,S$,5.7,1425,-1425,-1081.43,IJ01,46160,MLS,1,250,343.57,Indonesia
9/19/2017,ICG,135911,S$,6.2,2726.76,-2726.76,-2294,IJ01,43712,PPDRW,1,439.8,432.76,Indonesia
9/19/2017,ICG,135911,S$,6.2,1651.06,-1651.06,-1407.13,IJ01,41964,PPDRW,1,266.3,243.93,Indonesia
9/19/2017,ICG,135911,S$,10.5,367.5,-367.5,-238.41,IJ01,46065,M033,1,35,129.09,Indonesia
9/19/2017,ICG,135911,S$,8.5,1275,-1275,-809.57,IJ01,43285,M028,1,150,465.43,Indonesia
9/19/2017,ICG,135911,S$,0.06,528,-528,-443.52,IJ01,10631,F,1,8800,84.48,Indonesia
9/19/2017,ICG,135911,S$,0.08,675,-675,-564.31,IJ01,10074,F,1,8437.5,110.69,Indonesia
9/19/2017,ICG,135911,S$,0.85,680,-680,-541.27,IJ01,10076,F,1,800,138.73,Indonesia
9/19/2017,ICG,135911,S$,0.06,396,-396,-315.04,IJ01,40265,F,1,6600,80.96,Indonesia
9/19/2017,ICG,135911,S$,3.8,836.38,-836.38,-555.78,IJ01,44218,PR08,1,220.1,280.6,Indonesia
9/19/2017,ICG,135911,S$,9.5,1140,-1140,-850.85,IJ01,45577,M033,1,120,289.15,Indonesia
9/21/2017,ICG,135912,S$,5,2000,-2000,-1566.34,IG01,46792,OTHERS,1,400,433.66,Indonesia
9/21/2017,ICG,135912,S$,1,300,-300,-223.5,IG01,46385,NT,1,300,76.5,Indonesia
9/21/2017,ICG,135912,S$,10.5,262.5,-262.5,-170.29,IG01,46065,M033,1,25,92.21,Indonesia
9/21/2017,ICG,135912,S$,7.6,380,-380,-225.12,IG01,45646,M028,1,50,154.88,Indonesia
9/21/2017,ICG,135913,S$,3.1,1471.57,-1471.57,-1096.56,IT18,40727,PPDR,1,474.7,375.01,Indonesia
9/21/2017,ICG,135913,S$,3.1,1337.65,-1337.65,-988.54,IT18,41015,PPDR,1,431.5,349.11,Indonesia
9/21/2017,ICG,135913,S$,3.1,369.21,-369.21,-254.86,IT18,40737,PPDR,1,119.1,114.35,Indonesia
9/21/2017,ICG,135913,S$,0.85,136,-136,-108.25,IT18,10076,F,1,160,27.75,Indonesia
9/21/2017,ICG,135914,S$,0,20250,-20250,-17893.95,IA14,10126,MH,1,inf,2356.05,Indonesia
9/21/2017,ICG,135914,S$,0.08,450,-450,-376.21,IA14,10074,F,1,5625,73.79,Indonesia
9/21/2017,ICG,135914,S$,1.5,900,-900,-712.8,IA14,10077,F,1,600,187.2,Indonesia
9/21/2017,ICG,135914,S$,4.9,883.47,-883.47,-728.18,IA14,45132,SPL3,1,180.3,155.29,Indonesia
9/21/2017,ICG,135914,S$,260,5720,-5720,-4051.82,IA14,46506,ML,1,22,1668.18,Indonesia
9/21/2017,ICG,135915,S$,95,285,-285,-178.76,IY03,41534,AST,1,3,106.24,Indonesia
9/21/2017,ICG,135915,S$,95,285,-285,-179.08,IY03,41535,AST,1,3,105.92,Indonesia
9/21/2017,ICG,135915,S$,5,3000,-3000,-2349.52,IY03,46792,OTHERS,1,600,650.48,Indonesia
9/21/2017,ICG,135915,S$,4.4,1760,-1760,-1380.53,IY03,10059,CS,1,400,379.47,Indonesia
9/21/2017,ICG,135916,S$,3.5,269.85,-269.85,-175.06,SZ82,10471,PPDR,1,77.1,94.79,Singapore
9/21/2017,ICG,135916,S$,4.5,162,-162,-116.09,SZ82,30337,PPMR,1,36,45.91,Singapore
9/21/2017,ICG,135916,S$,4.5,198,-198,-135.37,SZ82,40050,PPMR,1,44,62.63,Singapore
9/23/2017,ICG,135917,S$,2.82,1363.75,-1363.75,-1117.12,IT19,40727,PPDR,1,483.5992908,246.63,Indonesia
9/23/2017,ICG,135917,S$,2.82,1186.09,-1186.09,-973.17,IT19,41015,PPDR,1,420.5992908,212.92,Indonesia
9/23/2017,ICG,135917,S$,2.82,428.36,-428.36,-350.13,IT19,10471,PPDR,1,151.9007092,78.23,Indonesia
9/23/2017,ICG,135917,S$,2.82,499.14,-499.14,-417.93,IT19,30166,PPDR,1,177,81.21,Indonesia
9/23/2017,ICG,135917,S$,2.82,536.08,-536.08,-458.34,IT19,40728,PPDR,1,190.0992908,77.74,Indonesia
9/23/2017,ICG,135918,S$,6.9,286.35,-286.35,-225.46,IL12,46722,OTHERS,1,41.5,60.89,Indonesia
9/23/2017,ICG,135918,S$,6.9,241.5,-241.5,-199.56,IL12,46723,OTHERS,1,35,41.94,Indonesia
9/23/2017,ICG,135918,S$,1.1,550,-550,-417,IL12,46664,PETS,1,500,133,Indonesia
9/23/2017,ICG,135918,S$,1.1,550,-550,-387.7,IL12,44497,PETS,1,500,162.3,Indonesia
9/23/2017,ICG,135918,S$,5.3,212,-212,-172.9,IL12,10644,PETB,1,40,39.1,Indonesia
9/23/2017,ICG,135919,S$,2.9,5715.32,-5715.32,-4537.67,IT23,40727,PPDR,1,1970.8,1177.65,Indonesia
9/23/2017,ICG,135919,S$,2.9,2508.5,-2508.5,-1984.05,IT23,41015,PPDR,1,865,524.45,Indonesia
9/23/2017,ICG,135919,S$,2.9,4068.99,-4068.99,-3185.79,IT23,40737,PPDR,1,1403.1,883.2,Indonesia
9/23/2017,ICG,135919,S$,2.9,5345.57,-5345.57,-4167.99,IT23,41653,PPDR,1,1843.3,1177.58,Indonesia
9/23/2017,ICG,135919,S$,2.35,2642.81,-2642.81,-2161.91,IT23,45935,PR05,1,1124.6,480.9,Indonesia
9/23/2017,ICG,135919,S$,7.35,11025,-11025,-8468.42,IT23,46776,OTHERS,1,1500,2556.58,Indonesia
9/23/2017,ICG,135919,S$,4.9,1225,-1225,-1028.88,IT23,41392,PET1,1,250,196.12,Indonesia
